age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,revenue_if_converted,revenue_realized
35,technician,professional.course,inbound,nov,thu,366,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126193,34.0,640,0
31,admin.,university.degree,inbound,nov,thu,298,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126194,46.5,640,0
53,blue-collar,basic.9y,inbound,nov,thu,64,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126195,27.25,640,0
33,technician,professional.course,inbound,nov,thu,51,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126196,12.0,640,0
42,admin.,university.degree,inbound,nov,thu,75,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126197,46.5,640,0
53,housemaid,unknown,inbound,nov,thu,65,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126198,34.0,640,0
39,entrepreneur,professional.course,inbound,nov,thu,69,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126199,34.0,640,0
31,blue-collar,basic.4y,inbound,nov,thu,37,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126200,9.75,640,0
37,management,unknown,inbound,nov,thu,632,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126201,27.25,640,0
30,admin.,high.school,inbound,nov,thu,48,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126202,34.0,640,0
31,services,basic.9y,inbound,nov,thu,57,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126203,9.75,640,0
48,services,unknown,inbound,nov,thu,164,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126204,12.0,640,0
44,admin.,professional.course,inbound,nov,thu,48,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126205,27.25,640,0
34,technician,professional.course,inbound,nov,thu,42,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126206,46.5,640,0
37,management,unknown,inbound,nov,thu,171,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126207,27.25,640,0
31,unemployed,high.school,inbound,nov,thu,91,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126208,27.25,640,0
30,technician,university.degree,inbound,nov,thu,78,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126209,46.5,640,0
37,admin.,high.school,inbound,nov,thu,518,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126210,12.0,640,0
43,blue-collar,basic.9y,inbound,nov,thu,73,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126211,27.25,640,0
31,admin.,university.degree,outbound,nov,thu,105,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126212,46.5,640,0
30,blue-collar,basic.6y,inbound,nov,thu,340,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126213,18.5,640,0
36,blue-collar,high.school,inbound,nov,thu,379,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126214,46.5,640,0
47,technician,professional.course,outbound,nov,thu,114,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126215,34.0,640,0
37,services,basic.6y,inbound,nov,thu,667,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126216,9.75,640,0
51,unemployed,university.degree,inbound,nov,thu,286,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126217,18.5,640,0
42,self-employed,high.school,inbound,nov,thu,77,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126218,27.25,640,0
29,admin.,professional.course,inbound,nov,thu,125,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126219,27.25,640,0
52,management,university.degree,outbound,nov,thu,21,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126220,46.5,640,0
52,management,university.degree,inbound,nov,thu,104,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126221,46.5,640,0
53,management,university.degree,inbound,nov,thu,186,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126222,12.0,640,0
53,management,university.degree,inbound,nov,thu,136,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126223,12.0,640,0
37,unemployed,university.degree,inbound,nov,thu,145,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126224,46.5,640,0
29,technician,professional.course,inbound,nov,thu,179,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126225,18.5,640,0
46,management,university.degree,inbound,nov,thu,466,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126226,46.5,640,0
45,blue-collar,basic.6y,inbound,nov,thu,834,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126227,12.0,640,0
52,self-employed,basic.9y,inbound,nov,thu,26,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126228,34.0,640,0
32,entrepreneur,university.degree,inbound,nov,thu,459,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126229,18.5,640,0
46,unemployed,basic.6y,inbound,nov,thu,113,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126230,18.5,640,0
39,entrepreneur,professional.course,inbound,nov,thu,997,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126231,34.0,640,0
44,technician,university.degree,inbound,nov,thu,284,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126232,18.5,640,0
36,admin.,university.degree,outbound,nov,thu,281,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126233,18.5,640,0
40,services,basic.6y,inbound,nov,thu,107,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126234,46.5,640,0
55,admin.,basic.9y,inbound,nov,thu,209,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126235,34.0,640,0
58,retired,high.school,inbound,nov,thu,125,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126236,9.75,640,0
38,management,high.school,inbound,nov,thu,149,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126237,27.25,640,0
40,services,basic.6y,inbound,nov,thu,308,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126238,46.5,640,0
44,entrepreneur,university.degree,inbound,nov,thu,191,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126239,34.0,640,0
40,services,basic.6y,inbound,nov,thu,373,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126240,46.5,640,0
33,services,high.school,inbound,nov,thu,100,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126241,27.25,640,0
42,technician,high.school,outbound,nov,thu,66,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126242,9.75,640,0
56,entrepreneur,university.degree,inbound,nov,thu,392,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126243,46.5,640,0
58,retired,high.school,inbound,nov,thu,477,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor E - Fieldstone List,126244,9.75,640,640
33,admin.,university.degree,inbound,nov,thu,291,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126245,18.5,640,0
32,blue-collar,basic.9y,inbound,nov,thu,276,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor A - Meridian Leads,126246,18.5,640,640
47,technician,professional.course,inbound,nov,thu,93,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126247,34.0,640,0
56,housemaid,basic.9y,inbound,nov,thu,86,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126248,18.5,640,0
37,entrepreneur,high.school,inbound,nov,thu,68,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126249,46.5,640,0
58,management,unknown,inbound,nov,thu,142,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126250,18.5,640,0
31,services,high.school,inbound,nov,thu,49,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126251,9.75,640,0
30,entrepreneur,university.degree,inbound,nov,thu,251,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126252,27.25,640,0
35,blue-collar,basic.6y,inbound,nov,thu,137,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126253,18.5,640,0
32,admin.,high.school,inbound,nov,thu,120,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126254,12.0,640,0
44,admin.,professional.course,outbound,nov,thu,25,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126255,9.75,640,0
31,services,high.school,inbound,nov,thu,220,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126256,9.75,640,0
36,technician,basic.9y,inbound,nov,thu,174,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126257,27.25,640,0
35,blue-collar,basic.6y,inbound,nov,thu,370,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126258,18.5,640,0
34,technician,high.school,inbound,nov,thu,116,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126259,46.5,640,0
40,blue-collar,basic.4y,inbound,nov,thu,74,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126260,12.0,640,0
55,entrepreneur,university.degree,inbound,nov,thu,68,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126261,12.0,640,0
34,management,university.degree,inbound,nov,thu,125,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126262,34.0,640,0
45,admin.,unknown,inbound,nov,thu,254,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126263,18.5,640,0
46,admin.,university.degree,inbound,nov,thu,358,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126264,18.5,640,0
29,student,high.school,inbound,nov,thu,670,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor F - Summit Outreach,126265,27.25,640,640
32,admin.,professional.course,inbound,nov,thu,68,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126266,12.0,640,0
36,admin.,university.degree,inbound,nov,thu,428,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126267,46.5,640,0
32,blue-collar,unknown,inbound,nov,thu,366,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126268,18.5,640,0
43,services,high.school,inbound,nov,thu,81,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126269,46.5,640,0
53,technician,professional.course,inbound,nov,thu,322,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126270,34.0,640,0
31,management,university.degree,inbound,nov,thu,46,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126271,46.5,640,0
31,management,university.degree,inbound,nov,thu,140,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126272,46.5,640,0
34,technician,high.school,inbound,nov,thu,732,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor D - Northbridge Mktg,126273,46.5,640,640
29,housemaid,high.school,inbound,nov,thu,408,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126274,27.25,640,0
46,self-employed,basic.9y,inbound,nov,thu,125,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126275,18.5,640,0
31,admin.,university.degree,inbound,nov,thu,68,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126276,46.5,640,0
47,blue-collar,basic.9y,outbound,nov,thu,76,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126277,34.0,640,0
42,management,university.degree,inbound,nov,thu,110,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126278,9.75,640,0
31,blue-collar,basic.9y,inbound,nov,thu,415,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126279,9.75,640,0
31,admin.,university.degree,inbound,nov,thu,166,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126280,46.5,640,0
46,self-employed,basic.9y,inbound,nov,thu,486,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126281,18.5,640,0
32,technician,university.degree,inbound,nov,thu,245,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126282,12.0,640,0
36,admin.,university.degree,inbound,nov,thu,228,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126283,46.5,640,0
30,unemployed,basic.9y,inbound,nov,thu,114,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126284,18.5,640,0
31,admin.,university.degree,inbound,nov,thu,463,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126285,46.5,640,0
32,admin.,high.school,outbound,nov,thu,329,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126286,27.25,640,0
48,admin.,university.degree,inbound,nov,thu,364,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126287,27.25,640,0
32,admin.,university.degree,inbound,nov,thu,199,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126288,12.0,640,0
30,technician,university.degree,outbound,nov,thu,145,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126289,18.5,640,0
56,admin.,university.degree,inbound,nov,thu,110,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126290,18.5,640,0
30,blue-collar,university.degree,inbound,nov,thu,52,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126291,18.5,640,0
30,admin.,high.school,inbound,nov,thu,34,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126292,34.0,640,0
52,admin.,university.degree,inbound,nov,thu,232,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126293,12.0,640,0
41,services,high.school,inbound,nov,thu,530,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126294,27.25,640,0
32,admin.,university.degree,inbound,nov,thu,505,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126295,12.0,640,0
34,management,university.degree,inbound,nov,thu,140,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126296,34.0,640,0
46,management,university.degree,inbound,nov,thu,884,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126297,46.5,640,0
45,entrepreneur,university.degree,inbound,nov,thu,301,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126298,27.25,640,0
53,technician,high.school,inbound,nov,thu,319,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126299,34.0,640,0
45,blue-collar,high.school,inbound,nov,thu,71,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126300,12.0,640,0
31,admin.,university.degree,inbound,nov,thu,157,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126301,46.5,640,0
53,technician,high.school,inbound,nov,thu,405,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126302,34.0,640,0
29,technician,university.degree,inbound,nov,thu,93,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126303,18.5,640,0
36,admin.,university.degree,outbound,nov,thu,42,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126304,18.5,640,0
44,blue-collar,basic.6y,inbound,nov,thu,39,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126305,12.0,640,0
36,admin.,high.school,inbound,nov,thu,231,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126306,46.5,640,0
36,admin.,university.degree,outbound,nov,thu,107,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126307,18.5,640,0
34,management,university.degree,outbound,nov,thu,30,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126308,18.5,640,0
48,management,university.degree,inbound,nov,thu,90,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126309,34.0,640,0
53,technician,high.school,inbound,nov,thu,531,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor B - Coastal Direct,126310,34.0,640,640
30,admin.,basic.9y,inbound,nov,thu,106,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126311,34.0,640,0
38,entrepreneur,basic.9y,inbound,nov,thu,166,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126312,34.0,640,0
29,services,high.school,inbound,nov,thu,114,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126313,27.25,640,0
30,technician,university.degree,inbound,nov,thu,85,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126314,46.5,640,0
32,blue-collar,university.degree,outbound,nov,thu,59,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126315,27.25,640,0
30,technician,university.degree,inbound,nov,thu,180,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126316,46.5,640,0
40,blue-collar,basic.4y,inbound,nov,thu,628,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor C - Apex Data Group,126317,12.0,640,640
43,management,university.degree,inbound,nov,thu,1192,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor C - Apex Data Group,126318,12.0,640,640
31,admin.,university.degree,inbound,nov,thu,101,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126319,46.5,640,0
32,technician,professional.course,inbound,nov,thu,370,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126320,12.0,640,0
35,entrepreneur,university.degree,inbound,nov,thu,76,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126321,27.25,640,0
38,blue-collar,basic.4y,inbound,nov,thu,103,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126322,12.0,640,0
50,entrepreneur,basic.4y,inbound,nov,thu,217,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126323,27.25,640,0
35,entrepreneur,high.school,inbound,nov,thu,566,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor F - Summit Outreach,126324,27.25,640,640
33,services,high.school,inbound,nov,thu,422,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126325,27.25,640,0
29,admin.,high.school,inbound,nov,thu,23,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126326,27.25,640,0
36,admin.,university.degree,inbound,nov,thu,120,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126327,46.5,640,0
31,services,high.school,inbound,nov,thu,45,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126328,9.75,640,0
34,technician,university.degree,inbound,nov,thu,48,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126329,46.5,640,0
40,admin.,university.degree,inbound,nov,thu,20,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126330,46.5,640,0
49,unemployed,high.school,inbound,nov,thu,147,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126331,34.0,640,0
29,housemaid,high.school,inbound,nov,thu,99,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126332,27.25,640,0
31,services,high.school,inbound,nov,thu,173,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126333,9.75,640,0
32,technician,university.degree,outbound,nov,thu,47,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126334,34.0,640,0
32,entrepreneur,university.degree,inbound,nov,thu,67,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126335,18.5,640,0
50,blue-collar,professional.course,inbound,nov,thu,283,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor D - Northbridge Mktg,126336,46.5,640,640
32,entrepreneur,university.degree,inbound,nov,thu,126,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126337,18.5,640,0
36,unemployed,basic.6y,inbound,nov,thu,46,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126338,9.75,640,0
38,blue-collar,basic.4y,inbound,nov,thu,163,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126339,12.0,640,0
44,unemployed,university.degree,inbound,nov,thu,1058,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126340,12.0,640,0
32,technician,university.degree,inbound,nov,thu,485,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126341,12.0,640,0
32,technician,university.degree,inbound,nov,thu,454,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor C - Apex Data Group,126342,12.0,640,640
44,management,university.degree,inbound,nov,thu,176,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126343,34.0,640,0
29,admin.,university.degree,inbound,nov,thu,103,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126344,27.25,640,0
44,management,university.degree,inbound,nov,thu,277,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126345,34.0,640,0
32,entrepreneur,university.degree,inbound,nov,thu,74,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126346,18.5,640,0
31,technician,university.degree,inbound,nov,thu,137,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126347,46.5,640,0
56,admin.,university.degree,inbound,nov,thu,88,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126348,18.5,640,0
38,entrepreneur,basic.9y,inbound,nov,thu,158,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126349,34.0,640,0
58,retired,professional.course,inbound,nov,thu,234,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126350,9.75,640,0
46,management,unknown,inbound,nov,thu,121,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126351,46.5,640,0
38,management,university.degree,inbound,nov,thu,258,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126352,27.25,640,0
29,admin.,high.school,inbound,nov,thu,523,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126353,27.25,640,0
32,unemployed,high.school,inbound,nov,thu,640,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126354,12.0,640,0
32,admin.,high.school,outbound,nov,thu,60,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126355,27.25,640,0
31,admin.,university.degree,inbound,nov,thu,1816,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126356,46.5,640,0
32,management,university.degree,inbound,nov,thu,203,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126357,46.5,640,0
30,services,high.school,inbound,nov,thu,73,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126358,18.5,640,0
32,unemployed,high.school,inbound,nov,thu,728,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor C - Apex Data Group,126359,12.0,640,640
30,admin.,university.degree,inbound,nov,thu,157,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126360,34.0,640,0
30,services,high.school,inbound,nov,thu,175,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126361,18.5,640,0
58,blue-collar,basic.4y,inbound,nov,thu,63,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126362,27.25,640,0
45,management,professional.course,inbound,nov,thu,993,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor F - Summit Outreach,126363,27.25,640,640
31,technician,professional.course,inbound,nov,thu,155,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126364,46.5,640,0
50,management,university.degree,inbound,nov,thu,146,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126365,12.0,640,0
29,services,high.school,inbound,nov,thu,91,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126366,27.25,640,0
38,management,professional.course,inbound,nov,thu,112,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126367,27.25,640,0
35,admin.,university.degree,inbound,nov,thu,333,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126368,12.0,640,0
38,management,professional.course,inbound,nov,thu,124,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126369,27.25,640,0
38,management,professional.course,outbound,nov,thu,172,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126370,18.5,640,0
30,admin.,university.degree,inbound,nov,thu,34,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126371,34.0,640,0
37,unemployed,professional.course,inbound,nov,thu,318,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor D - Northbridge Mktg,126372,46.5,640,0
36,technician,professional.course,inbound,nov,thu,1040,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126373,27.25,640,0
29,admin.,university.degree,inbound,nov,thu,103,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor F - Summit Outreach,126374,27.25,640,0
33,management,professional.course,inbound,nov,thu,8,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor E - Fieldstone List,126375,9.75,640,0
32,admin.,professional.course,inbound,nov,thu,88,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor C - Apex Data Group,126376,12.0,640,0
29,blue-collar,high.school,inbound,nov,thu,25,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126377,34.0,640,0
55,retired,high.school,inbound,nov,thu,26,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126378,34.0,640,0
40,management,university.degree,inbound,nov,thu,549,-0.1,93.2,-42.0,4.076,5195.8,1,Vendor E - Fieldstone List,126379,9.75,640,640
29,blue-collar,high.school,inbound,nov,thu,168,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor B - Coastal Direct,126380,34.0,640,0
58,management,university.degree,inbound,nov,thu,67,-0.1,93.2,-42.0,4.076,5195.8,0,Vendor A - Meridian Leads,126381,18.5,640,0
